RiskPerformance;ExternalRiskEstimate;NetFractionRevolvingBurden;AverageMInFile;MSinceOldestTradeOpen;PercentTradesWBalance;PercentInstallTrades;NumSatisfactoryTrades;NumTotalTrades;PercentTradesNeverDelq;MSinceMostRecentInqexcl7days
0;67;54;43;94;80;14;5;7;86;0
1;67;100;43;70;100;50;3;4;100;0
1;61;84;45;83;73;33;18;19;83;0
1;59;99;39;69;67;20;4;6;80;0
0;69;96;182;603;80;18;10;11;82;0
1;57;50;66;149;69;22;23;23;91;0
1;61;49;64;186;83;45;24;29;79;0
1;64;88;47;162;100;60;9;10;80;0
1;65;4;63;69;100;67;2;3;67;0
0;76;51;74;172;50;11;18;19;100;0
1;71;51;51;162;50;15;13;13;92;0
0;80;18;82;297;70;24;17;17;100;0
1;64;37;44;153;82;25;20;22;100;0
1;65;66;49;140;100;58;12;12;100;0
1;90;0;102;211;0;0;17;17;100;0
1;81;46;73;154;67;23;13;13;100;0
1;57;21;98;180;71;21;19;21;74;0
0;73;70;77;325;63;32;17;19;100;0
1;64;18;50;126;64;40;18;20;65;0
0;80;5;76;169;30;0;12;12;92;0
1;58;74;128;246;83;22;8;9;78;0
1;57;39;80;184;60;25;11;16;63;0
0;63;11;61;202;71;50;11;13;67;0
1;54;33;19;25;67;33;3;4;100;0
0;91;3;135;195;50;0;5;5;100;0
1;57;78;69;181;78;31;28;32;84;0
1;72;30;75;177;86;38;15;16;94;0
1;72;26;76;169;53;39;39;41;98;0
1;65;56;84;186;75;14;6;7;71;0
0;72;28;66;224;61;24;31;33;100;0
1;79;17;71;138;71;42;19;19;95;0
1;70;17;27;44;61;17;22;23;91;0
0;91;1;139;362;50;8;12;12;100;0
1;61;89;17;59;100;22;9;9;100;0
1;73;0;148;271;75;38;8;8;88;0
1;71;7;79;331;60;33;14;15;67;0
0;74;13;110;377;38;18;33;34;94;0
1;60;44;74;187;50;38;23;24;75;0
1;63;44;48;153;50;47;17;17;88;0
1;63;57;80;176;88;64;23;25;76;0
0;90;1;103;238;33;25;16;16;100;0
1;76;3;95;169;38;50;12;12;92;0
1;70;54;68;136;80;18;17;17;82;0
0;66;32;44;184;80;60;5;6;100;0
1;67;47;128;262;67;33;6;6;50;0
1;67;88;55;196;100;17;12;12;100;0
1;59;100;62;89;67;33;2;3;67;0
0;88;12;256;342;60;0;7;7;100;0
0;80;3;71;163;32;9;33;33;100;0
1;76;48;31;65;67;0;3;3;100;0
0;78;27;92;168;70;52;23;23;83;0
0;86;2;79;220;21;0;19;19;100;0
1;54;94;18;23;100;33;3;4;100;0
1;57;75;101;187;100;40;7;10;60;0
1;68;47;51;141;78;33;15;15;100;0
1;65;56;49;115;82;30;18;21;100;0
0;69;0;34;117;75;78;8;9;89;0
0;81;17;75;141;50;15;26;27;100;0
1;54;60;125;370;73;24;36;37;97;0
1;54;104;63;151;100;45;9;11;55;0
1;61;71;80;388;63;36;11;11;82;0
0;89;4;116;283;50;19;30;32;100;0
0;66;11;84;192;50;38;10;16;56;0
1;59;54;100;408;62;39;17;23;78;0
1;64;67;73;131;100;22;6;9;56;0
1;59;74;54;194;70;29;14;15;79;0
0;70;43;68;203;79;40;20;25;80;0
1;72;0;61;114;33;28;17;18;72;0
1;66;67;114;286;71;20;45;46;93;0
1;68;62;49;189;75;50;6;6;100;0
1;59;70;103;361;79;17;22;24;87;0
0;87;15;140;300;50;31;12;13;100;0
1;86;4;77;184;57;18;39;40;100;0
1;73;98;89;247;100;44;8;16;88;0
0;75;7;65;164;63;21;32;34;88;0
1;67;15;29;58;73;50;21;22;95;0
1;57;72;31;47;83;40;9;11;80;0
1;72;59;17;38;57;12;17;17;100;0
1;59;88;78;221;100;26;12;19;61;0
0;77;33;109;287;43;17;10;12;83;0
0;76;0;21;38;67;50;4;4;100;0
1;66;66;64;115;75;14;13;15;93;0
1;78;46;74;131;75;25;8;8;100;0
0;85;7;90;322;42;10;39;39;100;0
0;55;97;47;103;100;25;2;4;50;0
0;63;68;51;164;100;55;10;11;82;0
0;69;0;62;88;50;40;5;5;80;0
1;58;87;67;120;92;26;22;23;74;0
1;66;16;68;135;44;19;24;27;67;0
1;56;95;15;23;100;33;6;6;100;0
1;73;50;90;147;88;27;14;15;87;0
1;64;85;48;131;86;23;13;13;92;0
1;55;100;63;148;100;44;6;9;22;0
1;70;3;26;56;100;38;8;8;88;0
1;37;71;80;263;69;22;26;27;78;0
1;58;81;45;94;75;63;7;9;88;0
0;89;9;129;265;50;12;17;17;100;0
0;86;0;79;204;25;40;15;15;100;0
0;56;48;24;49;67;18;19;22;95;0
0;84;14;103;241;50;28;18;18;100;0
1;70;91;41;68;100;57;6;7;100;0
0;73;74;111;284;78;40;15;15;100;0
1;72;17;9;11;100;0;2;2;100;0
0;59;0;86;184;60;55;21;24;91;0
1;65;7;11;32;71;19;13;17;100;0
0;80;2;84;216;57;27;33;33;100;0
1;64;0;66;127;86;52;20;23;70;0
1;68;98;93;266;88;59;29;29;90;0
1;85;0;132;328;50;43;7;7;100;1
1;62;71;67;159;83;36;14;18;86;0
0;59;110;102;166;100;33;4;9;33;13
0;86;1;75;153;11;0;11;11;100;1
1;63;83;111;349;91;6;34;35;97;19
0;85;5;83;275;25;18;15;17;100;1
0;79;25;112;231;64;19;21;22;100;16
1;61;90;61;128;100;38;5;8;75;3
0;56;93;101;217;100;23;29;31;60;0
0;63;60;90;426;82;32;18;19;95;0
0;75;33;84;195;75;16;19;19;100;7
1;82;1;90;367;45;14;26;28;96;3
1;54;72;99;375;64;45;44;44;84;0
0;73;0;66;207;80;33;23;24;92;10
1;69;16;88;261;38;24;23;26;84;2
0;82;6;68;151;38;8;25;25;100;23
0;83;35;161;368;86;11;9;9;100;23
1;71;46;25;60;100;56;16;16;100;9
1;62;38;124;295;86;36;10;14;64;20
1;65;30;133;421;100;47;30;34;88;0
0;73;10;62;165;69;39;22;23;96;2
0;80;5;67;139;54;29;35;35;97;0
0;68;85;94;346;90;57;26;28;96;2
1;64;23;107;231;67;25;31;32;94;5
1;66;61;83;218;67;59;19;27;78;2
0;59;52;23;48;75;43;21;22;100;1
0;87;13;127;332;80;59;15;17;100;23
0;78;3;80;183;57;8;12;12;100;4
1;63;80;81;134;100;45;17;20;70;7
1;73;68;44;77;100;67;15;15;100;14
0;89;1;139;320;40;11;9;9;100;1
0;65;71;67;170;71;40;12;15;60;7
1;70;6;163;366;36;11;17;19;74;2
0;65;58;72;176;60;36;12;14;79;20
1;67;77;53;97;89;73;19;22;91;1
1;61;36;29;113;54;28;32;33;100;3
0;85;3;92;211;64;44;24;25;100;3
0;70;36;43;98;75;35;17;17;100;2
0;79;8;82;249;69;12;41;43;100;5
1;77;49;137;216;50;0;10;10;100;0
0;70;46;145;141;100;20;17;20;80;16
0;64;74;60;156;91;13;22;23;91;2
0;91;1;164;323;30;20;15;15;100;2
0;73;3;94;227;57;19;31;31;100;1
0;77;0;55;135;71;47;13;15;93;1
1;80;3;105;373;27;8;13;13;85;9
1;66;69;151;410;71;18;22;22;100;3
1;57;44;63;159;86;64;23;25;80;3
1;55;38;56;97;67;20;6;10;40;0
0;85;0;120;179;88;89;28;28;100;0
0;76;22;75;221;47;10;30;30;100;9
1;58;0;62;167;33;24;24;25;80;1
0;79;15;92;219;75;28;18;18;100;23
0;74;37;75;319;69;29;30;31;100;2
1;69;87;117;209;85;40;25;25;100;3
0;74;0;44;86;53;21;24;25;92;2
0;84;4;65;155;56;25;28;29;100;16
1;62;14;42;87;63;33;10;12;83;1
1;71;23;55;166;100;68;17;38;89;7
0;85;21;139;401;50;18;11;11;100;1
0;87;5;65;207;50;33;14;15;100;24
0;81;8;114;253;17;0;15;15;87;0
0;78;10;70;202;38;18;15;17;94;1
0;81;16;93;234;47;19;27;29;89;1
0;75;13;88;162;60;33;16;18;83;11
1;60;35;53;178;55;29;23;24;75;4
1;70;74;37;102;100;33;12;12;100;16
1;80;10;52;99;14;8;12;12;100;1
0;83;58;87;339;83;45;11;12;100;21
1;72;26;89;245;56;23;32;35;91;2
0;83;7;65;155;71;44;9;10;100;1
0;74;27;121;268;80;38;17;21;67;0
0;93;1;99;305;17;11;19;19;100;23
0;56;77;82;178;86;24;27;29;83;1
1;58;54;81;265;67;54;40;42;88;4
0;78;24;113;292;62;35;26;26;100;1
0;74;93;85;254;100;50;10;10;100;4
1;56;33;59;161;51;22;57;59;93;0
1;85;1;57;136;50;14;7;8;100;3
1;86;0;112;238;33;35;22;23;95;24
1;62;63;100;269;73;29;23;28;75;0
0;81;11;64;204;67;14;13;14;93;5
0;87;0;72;172;40;46;13;13;100;16
1;77;7;64;146;75;17;11;14;92;3
1;77;0;76;324;33;35;31;31;100;1
0;80;18;65;122;83;42;19;19;100;2
0;68;84;76;184;70;26;42;42;98;5
0;84;26;121;238;56;13;15;15;100;0
0;65;91;65;140;75;13;8;8;88;0
1;69;27;54;101;57;50;23;26;88;0
0;71;37;55;108;63;63;14;17;88;2
0;74;8;84;182;64;33;27;28;96;15
0;84;36;74;140;30;14;22;24;100;0
0;80;19;77;226;40;16;31;31;100;9
1;59;94;92;174;80;62;10;13;69;12
1;63;97;113;246;86;20;10;10;90;6
0;69;0;95;323;36;26;25;27;93;16
1;63;54;81;496;82;27;28;37;91;5
0;68;78;60;108;100;50;13;14;100;5
0;70;22;81;209;55;16;54;56;98;8
0;63;0;43;123;60;62;28;29;90;1
0;62;4;68;187;32;24;27;33;79;2
0;86;1;85;197;38;25;14;16;94;0
0;83;13;64;150;40;32;27;28;100;0
0;73;37;83;188;75;42;31;32;100;7
1;74;6;111;338;43;30;17;20;53;0
1;65;35;25;101;80;50;7;8;100;0
1;59;69;62;187;85;20;17;20;80;20
0;75;96;111;285;100;40;10;10;100;13
1;61;39;41;93;71;20;29;31;100;1
1;56;59;53;91;75;20;35;36;94;0
0;91;1;207;451;80;11;9;9;100;0
1;66;45;4;8;67;33;1;3;100;2
0;77;3;59;177;33;9;41;43;100;0
0;85;3;104;297;50;26;23;23;100;0
0;88;9;122;397;20;0;26;26;100;0
0;72;82;72;218;71;52;25;27;88;0
1;70;86;112;189;92;28;25;25;100;0
1;77;33;56;233;33;8;24;24;96;0
0;85;3;80;251;20;17;45;48;98;0
0;88;0;115;203;60;23;13;13;100;0
1;68;39;62;141;50;11;26;28;93;0
0;82;6;107;333;60;34;44;44;100;0
0;71;23;113;308;59;34;32;32;100;0
1;76;2;58;98;75;44;15;16;69;0
1;68;27;131;353;50;40;10;20;50;0
0;78;17;115;361;64;44;24;25;100;0
0;85;25;89;216;50;33;14;15;100;0
0;74;31;87;263;73;41;29;29;100;0
1;64;53;55;128;50;31;15;16;75;0
1;70;70;93;153;80;44;16;16;94;0
0;79;9;78;282;46;23;45;47;100;0
0;83;1;110;294;36;45;22;22;86;0
0;80;5;123;400;67;47;34;34;100;0
0;88;4;72;176;40;31;13;13;100;0
0;77;0;31;68;0;14;7;7;100;0
0;79;0;91;275;33;29;13;14;86;6
0;55;22;51;106;67;57;18;22;76;3
0;68;49;88;218;86;50;25;28;82;1
0;76;14;60;115;58;27;25;27;100;0
0;62;57;87;275;76;33;27;30;90;1
0;76;20;112;393;57;12;40;43;100;2
1;69;45;89;345;65;19;30;31;100;9
0;72;22;76;172;46;36;23;25;96;0
1;61;73;64;289;57;39;18;18;89;4
1;62;12;68;137;75;33;9;9;78;19
0;79;34;102;272;42;13;24;24;100;7
1;74;0;79;351;75;63;7;8;63;8
0;68;2;76;171;40;25;16;16;63;1
1;68;55;135;299;71;29;24;25;96;5
1;62;56;87;341;78;14;12;14;93;7
0;83;2;102;190;42;19;32;33;97;2
0;80;21;155;291;42;6;31;31;100;0
1;59;39;66;170;56;15;25;26;69;4
1;62;59;154;343;67;20;16;25;60;0
1;77;10;61;159;42;6;27;31;100;0
1;66;38;174;387;86;40;13;15;80;1
0;80;7;96;268;58;41;41;41;98;2
0;74;37;93;197;53;29;49;49;100;8
0;78;1;94;341;38;41;34;34;100;2
1;65;70;97;435;67;18;32;34;100;0
0;66;14;64;203;38;26;21;23;83;2
0;71;81;99;271;64;31;25;26;92;7
0;85;0;82;239;13;11;18;18;100;0
0;65;57;26;61;92;36;13;14;100;1
0;77;13;102;389;36;4;22;24;92;0
0;67;74;61;166;100;54;24;24;96;1
1;65;84;15;23;89;67;9;9;100;1
0;84;8;95;283;43;43;13;15;100;1
1;67;44;9;25;75;60;3;5;100;0
0;80;6;57;141;43;24;33;33;100;8
1;61;82;44;82;73;12;24;27;100;0
1;56;126;65;168;100;57;7;7;57;0
1;76;48;63;168;69;54;21;24;88;19
0;73;26;113;397;71;37;40;41;98;10
0;83;24;108;305;80;17;18;19;100;9
0;80;1;70;257;55;20;20;20;100;2
0;83;21;82;146;58;19;26;26;100;20
0;69;71;84;153;80;14;22;22;100;1
0;74;13;49;89;64;43;23;23;96;5
1;86;7;150;272;42;11;17;18;94;6
0;77;34;76;183;45;9;31;32;100;3
0;88;9;109;322;50;43;14;15;100;1
0;89;5;194;441;43;25;12;13;100;9
0;73;48;77;187;100;50;24;24;100;10
1;57;48;55;148;81;47;43;43;86;7
0;84;18;85;151;100;57;14;14;100;7
1;70;6;29;261;40;42;30;31;100;2
0;83;13;83;265;22;19;16;16;100;5
0;65;48;32;72;40;5;20;21;100;6
1;66;54;102;344;70;26;16;19;79;4
0;79;0;81;168;57;44;16;18;100;4
0;82;4;91;186;14;19;31;31;97;11
0;83;27;98;204;25;21;14;14;100;6
0;72;18;128;296;75;37;18;19;95;1
0;86;6;114;292;57;24;20;22;100;6
0;70;60;207;434;100;40;5;5;100;7
0;68;22;52;114;71;5;20;22;85;2
0;64;76;89;224;71;38;36;41;87;0
0;77;32;72;218;64;52;25;25;96;2
0;86;8;74;158;44;8;13;13;100;0
0;82;38;115;213;75;22;27;27;100;19
0;84;0;84;209;63;30;19;20;100;2
1;68;81;96;213;95;18;31;33;100;1
0;57;70;121;311;94;26;30;31;87;10
1;66;17;119;220;75;0;6;7;57;7
0;88;14;123;386;36;7;27;27;100;15
0;80;30;88;193;33;12;25;26;100;12
0;75;17;46;74;45;29;17;17;100;9
1;59;74;80;207;89;37;31;35;91;3
0;76;28;65;158;67;26;18;19;100;1
0;78;41;70;155;63;20;20;20;100;0
0;80;11;129;443;75;41;25;27;93;1
0;66;20;91;272;27;11;27;29;89;1
0;86;12;67;199;50;30;10;10;100;4
0;84;8;141;454;33;17;29;30;100;1
0;64;37;129;280;70;15;9;13;69;4
0;83;7;105;255;83;45;11;11;91;6
1;73;13;115;175;100;50;6;8;50;1
1;63;13;15;33;50;9;11;11;82;5
1;68;63;114;205;78;11;28;29;100;2
1;65;18;77;299;78;17;11;12;92;0
0;83;0;97;202;67;20;10;10;100;1
1;43;93;80;165;100;11;20;28;61;2
0;85;8;99;181;60;33;15;16;100;6
0;71;34;42;107;83;67;23;24;92;2
0;83;7;76;221;29;21;33;35;100;4
0;82;0;98;191;60;60;9;10;90;3
0;60;53;71;186;89;48;19;24;70;18
0;70;31;82;327;56;16;37;37;100;0
0;72;26;146;400;38;21;38;39;97;3
0;60;55;157;319;100;19;15;21;48;2
0;77;9;109;414;29;19;15;16;94;4
1;84;7;63;239;20;37;25;27;100;0
0;69;33;98;187;73;37;29;30;97;2
1;85;4;87;223;50;9;23;26;91;1
0;71;30;102;225;77;32;43;63;96;0
1;73;7;143;300;67;23;12;13;77;0
0;73;46;23;59;63;8;13;13;100;9
0;90;8;99;203;71;47;14;15;100;11
0;68;21;127;219;88;14;20;23;91;4
0;72;14;67;148;73;33;44;47;96;0
1;59;72;70;279;86;25;7;8;63;1
0;60;75;50;131;95;35;31;31;100;10
0;76;35;94;408;47;16;32;32;100;8
0;81;2;68;244;6;12;26;28;96;0
0;89;6;81;225;80;73;11;12;100;1
0;77;9;91;191;44;35;16;17;94;12
1;68;27;117;235;83;53;16;19;89;0
1;73;1;90;203;50;12;34;34;100;5
0;75;0;68;138;79;54;28;29;100;2
0;86;0;87;268;13;20;25;27;96;0
0;90;0;107;152;50;67;3;3;100;13
0;77;36;86;289;16;10;51;52;100;4
0;82;12;82;189;44;44;16;16;100;3
0;67;50;61;220;88;53;30;30;97;1
1;68;60;73;299;60;37;19;19;95;2
0;79;11;121;261;50;7;14;14;93;0
1;74;36;26;103;60;38;6;8;100;0
0;66;1;132;432;73;19;23;26;92;17
1;62;39;78;170;50;24;53;58;100;0
0;77;6;105;168;83;50;17;20;80;1
1;68;88;25;82;100;0;5;5;100;1
0;83;20;98;200;29;36;21;22;100;4
0;70;46;49;126;56;29;49;49;100;1
0;81;3;56;137;50;21;22;24;92;7
0;61;26;77;205;71;31;34;37;86;5
1;72;57;75;294;91;62;20;21;95;7
0;68;43;89;212;67;42;33;33;97;3
1;78;52;81;191;86;45;29;30;100;3
1;67;67;95;162;60;19;16;17;94;15
0;88;0;92;166;25;40;10;10;100;0
0;80;18;96;223;53;36;25;25;100;0
1;69;39;38;71;63;55;11;12;100;0
1;84;9;52;138;69;44;18;18;100;0
1;69;52;52;122;100;92;13;16;92;0
1;68;10;74;169;75;45;9;11;73;0
0;86;2;71;152;29;50;19;20;100;0
1;65;80;51;388;100;42;11;13;100;0
1;56;85;93;165;96;39;34;36;94;0
0;77;48;172;318;92;29;16;17;100;0
1;55;37;45;89;57;13;13;15;87;0
1;65;25;69;142;50;27;15;15;93;0
0;77;21;56;85;75;27;14;15;100;0
0;64;46;50;98;83;56;31;32;97;0
1;67;36;101;258;59;33;60;61;95;0
1;75;11;59;196;44;50;32;32;100;0
1;68;75;69;207;80;33;20;21;90;0
1;86;0;39;70;22;10;10;10;100;0
0;86;2;148;323;67;28;25;25;96;0
0;79;13;83;161;86;42;17;19;100;0
0;82;9;57;115;20;24;19;21;95;0
1;58;2;48;118;80;77;23;28;73;0
1;57;61;56;123;86;71;11;14;64;0
1;73;87;75;153;57;33;17;18;100;0
0;76;75;87;201;67;22;18;18;100;0
1;60;51;136;188;100;47;12;17;65;0
1;69;85;79;243;100;44;14;16;100;0
1;80;49;117;304;67;25;30;32;100;0
0;70;100;89;137;100;22;8;9;100;0
1;60;64;51;107;79;42;24;24;100;0
1;75;3;74;273;67;62;21;26;92;0
0;88;27;103;210;25;31;25;26;100;0
1;60;2;82;142;75;47;12;18;59;0
0;60;54;69;132;100;44;21;27;81;0
1;64;68;39;57;86;42;10;13;75;0
1;71;53;34;76;67;11;9;9;89;0
0;73;6;84;209;31;43;22;23;87;0
0;79;57;86;200;100;67;26;30;100;0
0;61;33;103;274;76;17;27;29;79;0
1;76;44;57;136;60;33;20;21;100;0
1;64;60;63;144;78;50;18;21;85;0
1;59;90;23;32;100;67;3;4;100;0
1;80;7;74;318;83;77;22;22;100;0
1;68;24;44;87;77;20;20;20;85;0
0;82;30;213;589;60;17;6;6;100;0
1;76;40;48;138;50;35;20;20;100;0
1;75;57;70;175;57;53;13;15;93;0
1;65;73;27;53;100;44;16;16;100;0
1;69;41;95;300;75;39;27;31;90;0
0;69;46;139;402;100;53;15;15;93;0
0;81;23;50;93;60;11;9;9;100;0
1;68;89;148;335;91;22;18;18;100;0
1;77;0;71;277;33;40;10;10;90;0
1;55;83;42;108;90;50;18;18;83;0
1;72;28;62;152;40;40;9;11;100;0
1;57;63;106;285;82;37;17;20;68;0
0;73;55;125;445;100;42;12;12;83;0
0;87;1;222;483;25;17;12;12;100;0
1;70;96;76;156;67;69;16;16;100;0
1;64;10;130;184;40;0;5;6;83;0
1;64;52;85;187;64;17;16;18;78;0
0;64;92;61;155;100;50;12;14;93;0
0;78;25;80;313;58;42;24;24;100;0
1;79;14;57;132;80;35;18;20;90;0
1;67;104;40;121;100;87;14;15;100;0
0;86;12;80;369;33;35;20;20;100;0
1;69;97;27;51;100;75;4;4;100;0
0;63;74;68;189;69;43;22;23;91;0
1;84;5;74;138;57;57;24;28;96;0
1;59;82;88;208;83;25;28;28;96;0
1;66;73;77;161;83;40;9;11;90;0
1;54;66;37;90;90;57;13;15;86;0
0;81;21;95;165;80;50;17;18;100;0
1;64;28;55;153;71;22;8;9;78;0
0;81;27;68;189;86;37;41;43;100;0
1;76;21;39;56;67;17;6;6;100;0
1;74;75;75;183;88;31;13;13;100;0
0;81;33;108;339;80;46;23;24;100;0
1;80;8;83;168;55;35;21;23;91;0
1;58;40;78;178;64;42;39;43;79;0
0;87;12;143;278;100;0;6;6;100;0
0;69;51;37;98;71;42;8;12;100;0
0;85;19;109;175;75;35;21;23;100;0
1;65;34;121;259;60;11;8;9;67;0
1;81;53;83;184;75;44;15;16;100;0
0;80;1;55;101;67;17;23;23;100;0
1;59;70;43;85;83;24;16;17;94;0
0;69;55;32;50;67;50;15;16;100;0
0;59;96;87;178;75;48;16;22;71;0
1;91;1;173;494;29;0;15;15;100;0
0;79;47;88;192;20;45;19;20;100;0
0;69;44;50;125;53;32;32;34;97;0
1;65;3;64;135;50;18;15;17;65;0
0;93;0;179;425;0;33;6;6;100;0
1;62;8;52;124;33;13;23;24;88;0
1;71;26;48;109;38;26;26;27;100;0
1;78;37;176;312;50;14;6;7;86;0
1;69;0;35;87;50;60;15;15;67;0
0;86;14;98;285;57;48;21;23;100;0
1;66;81;81;159;83;12;24;25;100;0
1;54;26;63;117;50;41;18;23;77;0
1;69;74;64;127;75;28;31;32;97;0
1;68;75;65;183;71;56;14;16;75;0
0;91;4;275;378;33;0;4;4;100;0
1;70;34;79;155;100;67;11;15;73;0
1;59;40;12;30;67;33;2;4;100;0
0;59;89;85;162;90;35;19;20;85;0
1;63;69;44;97;50;29;9;17;71;0
1;67;59;97;152;67;35;25;26;96;0
1;78;71;109;246;43;40;15;15;100;0
1;65;93;61;178;91;58;19;19;100;0
0;74;56;34;65;75;11;6;9;100;0
0;75;27;39;91;80;37;19;19;100;0
1;77;22;73;278;64;31;15;16;94;0
1;64;69;150;363;83;36;12;14;93;0
1;73;99;75;141;100;42;19;19;100;0
1;60;20;135;240;67;8;11;13;67;0
1;65;32;67;165;75;15;26;27;93;0
0;86;4;90;326;64;51;32;37;100;0
1;62;39;56;118;80;33;13;16;73;0
1;74;47;79;185;67;44;25;25;100;0
1;70;70;62;116;88;17;14;18;83;0
1;70;34;56;196;47;30;25;27;100;0
0;66;7;58;173;75;45;17;20;85;0
0;73;0;76;138;67;63;5;8;75;0
1;56;19;68;115;56;30;16;33;48;0
0;87;3;79;140;22;18;16;17;100;0
1;68;43;60;132;89;35;19;20;100;0
1;75;89;59;121;67;40;25;25;100;0
1;66;60;46;198;67;60;10;11;90;0
0;76;32;70;150;64;27;33;33;97;0
1;68;29;88;350;83;42;10;13;92;0
1;68;26;98;359;67;43;21;21;81;0
0;72;28;57;131;50;25;24;24;100;0
1;64;73;40;139;91;43;23;23;100;0
0;88;11;92;161;43;40;24;25;100;0
1;62;66;40;62;71;50;13;14;79;0
0;60;55;73;132;56;38;18;21;81;0
0;72;48;91;224;56;29;23;24;96;0
1;64;44;44;120;100;0;2;3;67;0
1;71;43;45;80;46;33;27;27;100;0
0;81;9;88;183;60;29;27;28;100;0
1;60;57;31;59;100;36;14;14;93;0
1;73;10;31;124;67;45;9;11;91;0
1;52;92;87;169;83;32;32;37;84;0
1;79;35;76;334;73;27;21;22;100;0
0;74;70;72;158;63;41;27;27;100;0
0;79;42;55;144;60;41;22;22;100;0
1;75;15;63;224;56;26;18;19;84;0
1;51;43;73;162;50;33;4;6;50;0
1;63;165;42;208;100;88;8;8;100;0
1;62;82;30;89;100;47;17;17;100;0
1;59;58;62;137;100;59;16;18;100;0
0;78;12;64;176;40;24;27;29;93;0
1;59;77;83;134;100;67;8;12;42;0
0;78;43;81;284;89;50;30;32;100;0
0;85;6;78;259;50;36;11;11;100;0
1;60;74;21;63;92;38;16;16;88;0
1;55;97;10;25;100;17;5;6;100;0
0;73;76;54;131;100;27;11;11;100;0
0;68;7;44;94;50;42;13;19;89;0
1;65;54;113;330;78;16;17;21;89;0
1;58;76;67;158;80;45;9;11;82;0
1;69;86;88;187;100;53;11;15;100;0
0;81;9;94;199;50;53;36;36;100;0
1;63;16;65;285;74;55;37;52;85;0
0;77;46;91;216;68;29;39;41;100;0
0;85;1;68;346;25;36;35;39;97;0
1;60;29;45;104;100;50;3;8;50;0
1;66;47;66;278;100;75;6;8;75;0
0;80;70;149;323;100;14;14;14;100;0
0;89;2;110;423;43;15;13;13;100;0
1;58;70;78;264;94;28;24;25;92;0
1;65;71;52;77;60;58;11;14;83;0
1;75;0;71;159;67;42;12;12;83;0
0;93;1;193;366;33;13;7;8;100;0
1;68;89;45;144;83;50;10;10;100;0
0;69;11;65;111;67;33;14;17;93;0
1;66;74;74;145;80;27;10;11;82;0
1;60;70;162;330;91;22;18;23;83;0
1;61;51;80;231;63;42;29;31;97;0
1;63;72;54;198;88;60;19;20;90;0
1;81;3;59;131;25;30;19;20;90;0
0;64;31;60;298;69;45;28;29;90;0
1;64;31;94;283;75;33;30;33;88;0
1;67;44;51;158;67;45;28;29;97;0
0;71;95;128;270;89;50;20;20;100;0
1;80;55;94;174;90;25;20;20;100;0
1;64;67;76;192;77;32;22;25;96;0
0;57;69;58;167;67;33;22;24;88;0
1;63;76;92;316;74;30;27;27;85;0
1;66;36;41;105;80;54;13;13;85;0
1;58;69;32;71;67;28;17;18;94;0
1;61;85;82;169;67;18;10;11;64;0
1;60;42;55;134;89;46;38;39;92;0
1;68;33;76;168;63;28;18;18;94;0
0;89;1;117;355;10;17;18;18;100;0
1;75;4;54;127;56;44;16;16;94;0
1;52;61;75;141;71;39;22;29;75;0
1;75;0;61;138;50;18;10;11;73;0
0;73;53;85;196;100;42;31;33;97;0
1;61;67;95;261;93;39;28;28;89;0
0;76;49;85;254;71;31;16;16;100;0
1;58;59;83;188;88;9;8;11;64;0
1;64;87;46;76;75;55;19;21;95;0
1;65;45;68;172;71;28;28;29;66;0
0;75;12;101;260;44;33;9;12;58;0
1;61;22;52;137;67;20;12;15;93;0
0;73;11;111;418;43;25;18;20;90;0
0;75;13;75;394;42;24;47;55;98;0
1;59;59;76;185;73;63;21;24;83;0
1;75;41;111;340;58;13;19;23;96;0
0;88;8;77;204;57;25;20;20;95;0
1;60;29;8;8;67;0;3;4;100;0
1;63;34;75;137;71;19;20;21;81;0
1;57;96;8;14;100;33;3;3;100;0
1;58;51;95;192;38;10;21;21;90;0
1;63;5;86;208;86;45;39;43;95;0
0;63;78;131;369;80;57;21;23;100;0
1;70;56;88;293;89;43;21;21;100;0
1;59;35;63;156;80;24;17;19;82;0
0;67;60;122;332;77;55;28;33;88;0
1;65;82;37;90;100;38;12;14;92;0
1;69;47;141;434;78;37;18;19;95;0
0;70;25;67;288;65;21;32;34;97;0
0;58;4;55;122;46;44;38;41;98;0
1;64;89;70;164;91;11;16;18;89;0
1;55;93;97;278;71;36;8;11;73;0
0;87;11;177;369;60;26;18;19;100;0
1;57;40;54;118;83;40;2;10;20;0
1;76;80;100;257;100;25;4;4;100;0
1;63;68;62;110;88;44;16;16;81;0
0;68;31;109;318;58;19;26;27;96;0
1;57;53;36;86;76;28;28;29;90;0
0;87;21;95;272;57;31;13;13;100;0
1;72;66;6;7;100;0;2;2;100;0
1;65;0;40;79;75;46;11;13;77;0
0;70;39;108;383;60;46;23;26;96;0
1;77;0;64;199;63;46;22;24;96;0
1;60;36;53;199;70;17;23;23;74;0
1;58;54;72;132;63;46;18;26;92;0
0;81;4;119;213;36;41;30;34;94;0
1;86;10;74;129;80;35;17;17;100;0
1;72;2;71;389;75;64;8;11;82;0
1;65;78;84;144;89;18;9;11;73;0
1;63;43;20;62;100;50;7;8;88;0
0;77;14;37;70;67;11;9;9;100;0
0;75;47;95;230;70;33;19;21;100;0
0;84;14;107;373;67;38;32;32;100;0
1;59;76;73;117;80;50;7;8;50;0
1;59;80;56;139;100;53;15;15;93;0
